Date,Close,Volume,ticker,category_raw,rolling_vol20,illiquid_flag,broad_cat,detailed_sector
2024-06-10 00:00:00-04:00,485.89727783203125,3465200,VOO,Large Blend,3465200.0,False,Equity,U.S. Large‐Cap Blend
2024-06-11 00:00:00-04:00,487.0024719238281,4028400,VOO,Large Blend,3746800.0,False,Equity,U.S. Large‐Cap Blend
2024-06-12 00:00:00-04:00,491.05810546875,3698800,VOO,Large Blend,3730800.0,False,Equity,U.S. Large‐Cap Blend
2024-06-13 00:00:00-04:00,491.9856872558594,8808900,VOO,Large Blend,5000325.0,False,Equity,U.S. Large‐Cap Blend
2024-06-14 00:00:00-04:00,492.3804016113281,5812000,VOO,Large Blend,5162660.0,False,Equity,U.S. Large‐Cap Blend
2024-06-17 00:00:00-04:00,496.2879943847656,4609500,VOO,Large Blend,5070466.666666667,False,Equity,U.S. Large‐Cap Blend
2024-06-18 00:00:00-04:00,497.61029052734375,3431700,VOO,Large Blend,4836357.142857143,False,Equity,U.S. Large‐Cap Blend
2024-06-20 00:00:00-04:00,496.2287902832031,4810900,VOO,Large Blend,4833175.0,False,Equity,U.S. Large‐Cap Blend
2024-06-21 00:00:00-04:00,495.1433410644531,4347800,VOO,Large Blend,4779244.444444444,False,Equity,U.S. Large‐Cap Blend
2024-06-24 00:00:00-04:00,493.8111877441406,7022800,VOO,Large Blend,5003600.0,False,Equity,U.S. Large‐Cap Blend
2024-06-25 00:00:00-04:00,495.86370849609375,6336700,VOO,Large Blend,5124790.909090909,False,Equity,U.S. Large‐Cap Blend
2024-06-26 00:00:00-04:00,496.4162902832031,3202700,VOO,Large Blend,4964616.666666667,False,Equity,U.S. Large‐Cap Blend
2024-06-27 00:00:00-04:00,497.18597412109375,3619700,VOO,Large Blend,4861161.538461538,False,Equity,U.S. Large‐Cap Blend
2024-06-28 00:00:00-04:00,495.268798828125,5598600,VOO,Large Blend,4913835.714285715,False,Equity,U.S. Large‐Cap Blend
2024-07-01 00:00:00-04:00,496.4076232910156,4368500,VOO,Large Blend,4877480.0,False,Equity,U.S. Large‐Cap Blend
2024-07-02 00:00:00-04:00,499.62603759765625,4210100,VOO,Large Blend,4835768.75,False,Equity,U.S. Large‐Cap Blend
2024-07-03 00:00:00-04:00,501.8838806152344,2131100,VOO,Large Blend,4676670.588235294,False,Equity,U.S. Large‐Cap Blend
2024-07-05 00:00:00-04:00,504.8843994140625,3156900,VOO,Large Blend,4592238.888888889,False,Equity,U.S. Large‐Cap Blend
2024-07-08 00:00:00-04:00,505.3696594238281,3143400,VOO,Large Blend,4515984.2105263155,False,Equity,U.S. Large‐Cap Blend
2024-07-09 00:00:00-04:00,505.9242248535156,3140600,VOO,Large Blend,4447215.0,False,Equity,U.S. Large‐Cap Blend
2024-07-10 00:00:00-04:00,510.7963562011719,3446900,VOO,Large Blend,4446300.0,False,Equity,U.S. Large‐Cap Blend
2024-07-11 00:00:00-04:00,506.41937255859375,5537800,VOO,Large Blend,4521770.0,False,Equity,U.S. Large‐Cap Blend
2024-07-12 00:00:00-04:00,509.54864501953125,5238200,VOO,Large Blend,4598740.0,False,Equity,U.S. Large‐Cap Blend
2024-07-15 00:00:00-04:00,511.0934753417969,7771500,VOO,Large Blend,4546870.0,False,Equity,U.S. Large‐Cap Blend
2024-07-16 00:00:00-04:00,513.9949951171875,4164300,VOO,Large Blend,4464485.0,False,Equity,U.S. Large‐Cap Blend
2024-07-17 00:00:00-04:00,506.81549072265625,4984300,VOO,Large Blend,4483225.0,False,Equity,U.S. Large‐Cap Blend
2024-07-18 00:00:00-04:00,503.00286865234375,5055900,VOO,Large Blend,4564435.0,False,Equity,U.S. Large‐Cap Blend
2024-07-19 00:00:00-04:00,499.6458435058594,4039400,VOO,Large Blend,4525860.0,False,Equity,U.S. Large‐Cap Blend
2024-07-22 00:00:00-04:00,504.83489990234375,4342900,VOO,Large Blend,4525615.0,False,Equity,U.S. Large‐Cap Blend
2024-07-23 00:00:00-04:00,503.9931945800781,3116000,VOO,Large Blend,4330275.0,False,Equity,U.S. Large‐Cap Blend
2024-07-24 00:00:00-04:00,492.4564208984375,6157400,VOO,Large Blend,4321310.0,False,Equity,U.S. Large‐Cap Blend
2024-07-25 00:00:00-04:00,489.9707946777344,5646600,VOO,Large Blend,4443505.0,False,Equity,U.S. Large‐Cap Blend
2024-07-26 00:00:00-04:00,495.4668273925781,3636000,VOO,Large Blend,4444320.0,False,Equity,U.S. Large‐Cap Blend
2024-07-29 00:00:00-04:00,495.8332824707031,3096200,VOO,Large Blend,4319200.0,False,Equity,U.S. Large‐Cap Blend
2024-07-30 00:00:00-04:00,493.2386779785156,3817800,VOO,Large Blend,4291665.0,False,Equity,U.S. Large‐Cap Blend
2024-07-31 00:00:00-04:00,501.0124206542969,5367600,VOO,Large Blend,4349540.0,False,Equity,U.S. Large‐Cap Blend
2024-08-01 00:00:00-04:00,494.17950439453125,6939200,VOO,Large Blend,4589945.0,False,Equity,U.S. Large‐Cap Blend
2024-08-02 00:00:00-04:00,485.14813232421875,8561200,VOO,Large Blend,4860160.0,False,Equity,U.S. Large‐Cap Blend
2024-08-05 00:00:00-04:00,470.58111572265625,15244300,VOO,Large Blend,5465205.0,False,Equity,U.S. Large‐Cap Blend
2024-08-06 00:00:00-04:00,475.2750549316406,8255000,VOO,Large Blend,5720925.0,False,Equity,U.S. Large‐Cap Blend
2024-08-07 00:00:00-04:00,471.9774169921875,5976400,VOO,Large Blend,5847400.0,False,Equity,U.S. Large‐Cap Blend
2024-08-08 00:00:00-04:00,482.98931884765625,4177200,VOO,Large Blend,5779370.0,False,Equity,U.S. Large‐Cap Blend
2024-08-09 00:00:00-04:00,485.05902099609375,7661300,VOO,Large Blend,5900525.0,False,Equity,U.S. Large‐Cap Blend
2024-08-12 00:00:00-04:00,485.3066101074219,3578100,VOO,Large Blend,5690855.0,False,Equity,U.S. Large‐Cap Blend
2024-08-13 00:00:00-04:00,493.3674621582031,3247900,VOO,Large Blend,5645035.0,False,Equity,U.S. Large‐Cap Blend
2024-08-14 00:00:00-04:00,494.9419860839844,3700500,VOO,Large Blend,5580845.0,False,Equity,U.S. Large‐Cap Blend
2024-08-15 00:00:00-04:00,503.4386291503906,4279000,VOO,Large Blend,5542000.0,False,Equity,U.S. Large‐Cap Blend
2024-08-16 00:00:00-04:00,504.49822998046875,3449300,VOO,Large Blend,5512495.0,False,Equity,U.S. Large‐Cap Blend
2024-08-19 00:00:00-04:00,509.3505859375,3804300,VOO,Large Blend,5485565.0,False,Equity,U.S. Large‐Cap Blend
2024-08-20 00:00:00-04:00,508.50885009765625,3156000,VOO,Large Blend,5487565.0,False,Equity,U.S. Large‐Cap Blend
2024-08-21 00:00:00-04:00,510.29132080078125,3344100,VOO,Large Blend,5346900.0,False,Equity,U.S. Large‐Cap Blend
2024-08-22 00:00:00-04:00,506.1618957519531,3677100,VOO,Large Blend,5248425.0,False,Equity,U.S. Large‐Cap Blend
2024-08-23 00:00:00-04:00,511.6380920410156,5102800,VOO,Large Blend,5321765.0,False,Equity,U.S. Large‐Cap Blend
2024-08-26 00:00:00-04:00,510.3804931640625,3398600,VOO,Large Blend,5336885.0,False,Equity,U.S. Large‐Cap Blend
2024-08-27 00:00:00-04:00,511.06378173828125,3031800,VOO,Large Blend,5297585.0,False,Equity,U.S. Large‐Cap Blend
2024-08-28 00:00:00-04:00,508.1424560546875,3940400,VOO,Large Blend,5226225.0,False,Equity,U.S. Large‐Cap Blend
2024-08-29 00:00:00-04:00,508.2216796875,3487100,VOO,Large Blend,5053620.0,False,Equity,U.S. Large‐Cap Blend
2024-08-30 00:00:00-04:00,513.0046997070312,5637700,VOO,Large Blend,4907445.0,False,Equity,U.S. Large‐Cap Blend
2024-09-03 00:00:00-04:00,502.6265869140625,5866400,VOO,Large Blend,4438550.0,False,Equity,U.S. Large‐Cap Blend
2024-09-04 00:00:00-04:00,501.37884521484375,3601400,VOO,Large Blend,4205870.0,False,Equity,U.S. Large‐Cap Blend
2024-09-05 00:00:00-04:00,500.1409606933594,3425600,VOO,Large Blend,4078330.0,False,Equity,U.S. Large‐Cap Blend
2024-09-06 00:00:00-04:00,491.812744140625,7411400,VOO,Large Blend,4240040.0,False,Equity,U.S. Large‐Cap Blend
2024-09-09 00:00:00-04:00,497.348388671875,3656800,VOO,Large Blend,4039815.0,False,Equity,U.S. Large‐Cap Blend
2024-09-10 00:00:00-04:00,499.39825439453125,2975400,VOO,Large Blend,4009680.0,False,Equity,U.S. Large‐Cap Blend
2024-09-11 00:00:00-04:00,504.50811767578125,5956900,VOO,Large Blend,4145130.0,False,Equity,U.S. Large‐Cap Blend
2024-09-12 00:00:00-04:00,508.8455505371094,4099500,VOO,Large Blend,4165080.0,False,Equity,U.S. Large‐Cap Blend
2024-09-13 00:00:00-04:00,511.5490417480469,4416600,VOO,Large Blend,4171960.0,False,Equity,U.S. Large‐Cap Blend
2024-09-16 00:00:00-04:00,512.3214111328125,4256300,VOO,Large Blend,4212310.0,False,Equity,U.S. Large‐Cap Blend
2024-09-17 00:00:00-04:00,512.55908203125,8150000,VOO,Large Blend,4429595.0,False,Equity,U.S. Large‐Cap Blend
2024-09-18 00:00:00-04:00,510.8953857421875,6921300,VOO,Large Blend,4617860.0,False,Equity,U.S. Large‐Cap Blend
2024-09-19 00:00:00-04:00,519.8079833984375,5558400,VOO,Large Blend,4728575.0,False,Equity,U.S. Large‐Cap Blend
2024-09-20 00:00:00-04:00,518.7879028320312,5612700,VOO,Large Blend,4825355.0,False,Equity,U.S. Large‐Cap Blend
2024-09-23 00:00:00-04:00,520.0654296875,29289200,VOO,Large Blend,6034675.0,False,Equity,U.S. Large‐Cap Blend
2024-09-24 00:00:00-04:00,521.5607299804688,4650600,VOO,Large Blend,6097275.0,False,Equity,U.S. Large‐Cap Blend
2024-09-25 00:00:00-04:00,520.5010986328125,35418000,VOO,Large Blend,7716585.0,False,Equity,U.S. Large‐Cap Blend
2024-09-26 00:00:00-04:00,522.5708618164062,5273900,VOO,Large Blend,7783260.0,False,Equity,U.S. Large‐Cap Blend
2024-09-27 00:00:00-04:00,521.8943481445312,5598600,VOO,Large Blend,7888835.0,False,Equity,U.S. Large‐Cap Blend
2024-09-30 00:00:00-04:00,524.1691284179688,8013000,VOO,Large Blend,8007600.0,False,Equity,U.S. Large‐Cap Blend
2024-10-01 00:00:00-04:00,519.2718505859375,9198700,VOO,Large Blend,8174215.0,False,Equity,U.S. Large‐Cap Blend
2024-10-02 00:00:00-04:00,519.3612670898438,3270600,VOO,Large Blend,8157675.0,False,Equity,U.S. Large‐Cap Blend
2024-10-03 00:00:00-04:00,518.3778686523438,4008000,VOO,Large Blend,8186795.0,False,Equity,U.S. Large‐Cap Blend
2024-10-04 00:00:00-04:00,523.1559448242188,5354400,VOO,Large Blend,8083945.0,False,Equity,U.S. Large‐Cap Blend
2024-10-07 00:00:00-04:00,518.4473266601562,3970500,VOO,Large Blend,8099630.0,False,Equity,U.S. Large‐Cap Blend
2024-10-08 00:00:00-04:00,523.3545532226562,2626700,VOO,Large Blend,8082195.0,False,Equity,U.S. Large‐Cap Blend
2024-10-09 00:00:00-04:00,526.9307250976562,2941800,VOO,Large Blend,7931440.0,False,Equity,U.S. Large‐Cap Blend
2024-10-10 00:00:00-04:00,526.046630859375,3637600,VOO,Large Blend,7908345.0,False,Equity,U.S. Large‐Cap Blend
2024-10-11 00:00:00-04:00,529.1757202148438,5429200,VOO,Large Blend,7958975.0,False,Equity,U.S. Large‐Cap Blend
2024-10-14 00:00:00-04:00,533.5067749023438,2638900,VOO,Large Blend,7878105.0,False,Equity,U.S. Large‐Cap Blend
2024-10-15 00:00:00-04:00,529.4439086914062,4811300,VOO,Large Blend,7711170.0,False,Equity,U.S. Large‐Cap Blend
2024-10-16 00:00:00-04:00,531.6690673828125,3237200,VOO,Large Blend,7526965.0,False,Equity,U.S. Large‐Cap Blend
2024-10-17 00:00:00-04:00,531.74853515625,3225300,VOO,Large Blend,7410310.0,False,Equity,U.S. Large‐Cap Blend
2024-10-18 00:00:00-04:00,533.7948608398438,5070400,VOO,Large Blend,7383195.0,False,Equity,U.S. Large‐Cap Blend
2024-10-21 00:00:00-04:00,532.9703979492188,3671400,VOO,Large Blend,6102305.0,False,Equity,U.S. Large‐Cap Blend
2024-10-22 00:00:00-04:00,532.6028442382812,3366600,VOO,Large Blend,6038105.0,False,Equity,U.S. Large‐Cap Blend
2024-10-23 00:00:00-04:00,527.7453002929688,5227800,VOO,Large Blend,4528595.0,False,Equity,U.S. Large‐Cap Blend
2024-10-24 00:00:00-04:00,528.937255859375,4477800,VOO,Large Blend,4488790.0,False,Equity,U.S. Large‐Cap Blend
2024-10-25 00:00:00-04:00,528.7286987304688,4327200,VOO,Large Blend,4425220.0,False,Equity,U.S. Large‐Cap Blend
2024-10-28 00:00:00-04:00,530.377685546875,3408000,VOO,Large Blend,4194970.0,False,Equity,U.S. Large‐Cap Blend
2024-10-29 00:00:00-04:00,531.2220458984375,3027600,VOO,Large Blend,3886415.0,False,Equity,U.S. Large‐Cap Blend
2024-10-30 00:00:00-04:00,529.6226806640625,3067000,VOO,Large Blend,3876235.0,False,Equity,U.S. Large‐Cap Blend
2024-10-31 00:00:00-04:00,519.2023315429688,7972800,VOO,Large Blend,4074475.0,False,Equity,U.S. Large‐Cap Blend
2024-11-01 00:00:00-04:00,521.457275390625,6106900,VOO,Large Blend,4112100.0,False,Equity,U.S. Large‐Cap Blend
2024-11-04 00:00:00-05:00,520.3248291015625,3681500,VOO,Large Blend,4097650.0,False,Equity,U.S. Large‐Cap Blend
2024-11-05 00:00:00-05:00,526.5830078125,3300300,VOO,Large Blend,4131330.0,False,Equity,U.S. Large‐Cap Blend
2024-11-06 00:00:00-05:00,539.6954345703125,7483300,VOO,Large Blend,4358405.0,False,Equity,U.S. Large‐Cap Blend
2024-11-07 00:00:00-05:00,543.8973999023438,6051300,VOO,Large Blend,4479090.0,False,Equity,U.S. Large‐Cap Blend
2024-11-08 00:00:00-05:00,546.3013916015625,6798000,VOO,Large Blend,4547530.0,False,Equity,U.S. Large‐Cap Blend
2024-11-11 00:00:00-05:00,546.7483520507812,4893100,VOO,Large Blend,4660240.0,False,Equity,U.S. Large‐Cap Blend
2024-11-12 00:00:00-05:00,545.1092529296875,4818600,VOO,Large Blend,4660605.0,False,Equity,U.S. Large‐Cap Blend
2024-11-13 00:00:00-05:00,545.3875122070312,3701600,VOO,Large Blend,4683825.0,False,Equity,U.S. Large‐Cap Blend
2024-11-14 00:00:00-05:00,541.9205322265625,3940300,VOO,Large Blend,4719575.0,False,Equity,U.S. Large‐Cap Blend
2024-11-15 00:00:00-05:00,534.9273071289062,7360100,VOO,Large Blend,4834060.0,False,Equity,U.S. Large‐Cap Blend
2024-11-18 00:00:00-05:00,537.1425170898438,4504200,VOO,Large Blend,4875700.0,False,Equity,U.S. Large‐Cap Blend
2024-11-19 00:00:00-05:00,539.0994873046875,6978400,VOO,Large Blend,5056290.0,False,Equity,U.S. Large‐Cap Blend
2024-11-20 00:00:00-05:00,539.298095703125,3949100,VOO,Large Blend,4992355.0,False,Equity,U.S. Large‐Cap Blend
2024-11-21 00:00:00-05:00,542.0199584960938,4530600,VOO,Large Blend,4994995.0,False,Equity,U.S. Large‐Cap Blend
2024-11-22 00:00:00-05:00,543.8377685546875,5574600,VOO,Large Blend,5057365.0,False,Equity,U.S. Large‐Cap Blend
2024-11-25 00:00:00-05:00,545.5860595703125,4305000,VOO,Large Blend,5102215.0,False,Equity,U.S. Large‐Cap Blend
2024-11-26 00:00:00-05:00,548.6456298828125,4438600,VOO,Large Blend,5172765.0,False,Equity,U.S. Large‐Cap Blend
2024-11-27 00:00:00-05:00,546.8973388671875,3312200,VOO,Large Blend,5185025.0,False,Equity,U.S. Large‐Cap Blend
2024-11-29 00:00:00-05:00,549.7781372070312,3988700,VOO,Large Blend,4985820.0,False,Equity,U.S. Large‐Cap Blend
2024-12-02 00:00:00-05:00,551.3277587890625,5441000,VOO,Large Blend,4952525.0,False,Equity,U.S. Large‐Cap Blend
2024-12-03 00:00:00-05:00,551.4569091796875,4202900,VOO,Large Blend,4978595.0,False,Equity,U.S. Large‐Cap Blend
2024-12-04 00:00:00-05:00,554.9336547851562,5490300,VOO,Large Blend,5088095.0,False,Equity,U.S. Large‐Cap Blend
